"sample_id","sample_date","nh4_n","ca","mg","no3_n","k","year"
"Q1",1989-10-31,NA,4.14,3.97,338,1.23,1989
"Q1",1989-11-07,NA,4.25,3.13,420,1.66,1989
"Q1",1989-11-08,NA,4.24,3.1,1365,2.63,1989
"Q1",1989-11-14,NA,4.31,3.13,291,1.33,1989
"Q1",1989-11-21,NA,4.3,3.07,156,1.13,1989
"Q1",1989-11-28,NA,5.52,3.19,185,0.93,1989
"Q1",1989-12-05,NA,5.69,3.19,147,0.82,1989
"Q1",1989-12-12,NA,5.91,3.29,164,0.83,1989
"Q1",1989-12-19,NA,6.04,3.24,148,0.8,1989
"Q1",1989-12-26,NA,6.78,3.06,27,0.96,1989
"Q1",1990-01-02,NA,5.15,3.19,NA,2.98,1990
"Q1",1990-01-09,NA,5.9,3.28,38,0.95,1990
"Q1",1990-01-16,NA,6.13,3.37,73,1,1990
"Q1",1990-01-23,NA,5.59,3.23,10,1.05,1990
"Q1",1990-01-30,NA,6.01,3.27,17,1.02,1990
"Q1",1990-02-06,NA,6.02,3.22,156,0.97,1990
"Q1",1990-02-13,NA,6.01,3.49,212,1.08,1990
"Q1",1990-02-20,NA,5.85,3.4,267,1.21,1990
"Q1",1990-02-27,NA,5.97,3.46,171,1.16,1990
"Q1",1990-03-06,NA,6.09,3.48,119,0.94,1990
"Q1",1990-03-13,NA,3.05,1.82,NA,2.25,1990
"Q1",1990-03-20,NA,5.58,3.25,490,1.29,1990
"Q1",1990-03-27,NA,5.34,3.11,259,1.19,1990
"Q1",1990-04-03,NA,5.54,3.26,NA,1.03,1990
"Q1",1990-04-10,NA,5.85,3.39,8,0.95,1990
"Q1",1990-04-17,NA,5.81,3.29,42,0.94,1990
"Q1",1990-04-24,NA,5.96,3.35,53,0.97,1990
"Q1",1990-04-25,NA,0.83,0.59,1413,2.3,1990
"Q1",1990-04-26,NA,4.23,2.72,243,1.49,1990
"Q1",1990-05-01,NA,5.97,3.38,193,1.09,1990
"Q1",1990-05-08,NA,5.48,3.24,189,1.15,1990
"Q1",1990-05-10,NA,2.51,1.53,737,1.83,1990
"Q1",1990-05-15,NA,5.42,3.15,204,1.14,1990
"Q1",1990-05-22,NA,5.84,3.36,163,1.14,1990
"Q1",1990-05-29,NA,5.4,3.29,142,1.24,1990
"Q1",1990-06-05,NA,5.25,3.08,10,1.16,1990
"Q1",1990-06-12,NA,5.75,3.21,154,1.19,1990
"Q1",1990-06-19,NA,5.56,3.44,170,1.24,1990
"Q1",1990-06-26,NA,5.07,3.09,203,1.29,1990
"Q1",1990-07-03,NA,6.39,3.71,109,1,1990
"Q1",1990-07-10,NA,5.94,3.49,119,1.03,1990
"Q1",1990-07-17,NA,6.18,3.54,77,0.93,1990
"Q1",1990-07-24,NA,3.13,1.92,445,1.7,1990
"Q1",1990-07-31,NA,6.18,3.62,7,0.86,1990
"Q1",1990-08-07,NA,6.38,3.65,49,0.89,1990
"Q1",1990-08-14,NA,4.75,2.96,250,1.29,1990
"Q1",1990-08-21,NA,6.13,3.44,90,0.86,1990
"Q1",1990-08-28,NA,6.04,3.51,10,0.78,1990
"Q1",1990-09-04,NA,6.06,3.15,10,0.78,1990
"Q1",1990-09-11,NA,6.13,3.47,NA,0.76,1990
"Q1",1990-09-18,NA,5.88,3.36,NA,0.79,1990
"Q1",1990-09-25,NA,6.21,3.33,NA,0.81,1990
"Q1",1990-10-02,NA,4.99,2.55,76,1,1990
"Q1",1990-10-09,NA,5.65,3.08,48,0.98,1990
"Q1",1990-10-16,NA,5.55,3.49,9,0.87,1990
"Q1",1990-10-23,NA,5.19,3.16,67,0.95,1990
"Q1",1990-10-30,NA,2.64,1.6,130,1.19,1990
"Q1",1990-11-06,NA,4.63,2.94,257,1.04,1990
"Q1",1990-11-13,NA,5.05,3.27,113,0.97,1990
"Q1",1990-11-20,NA,5.03,3.32,75,0.85,1990
"Q1",1990-11-27,NA,4.7,3,142,0.95,1990
"Q1",1990-12-04,NA,2.65,1.57,236,1.31,1990
"Q1",1990-12-11,NA,5.69,3.25,7,0.78,1990
"Q1",1990-12-14,NA,2.87,1.65,300,2.14,1990
"Q1",1990-12-18,NA,5.64,3.24,87,0.69,1990
"Q1",1990-12-25,NA,5.65,3.25,121,0.86,1990
"Q1",1990-12-31,NA,3.96,2.37,233,1.23,1990
"Q1",1991-01-08,NA,4.89,2.8,131,1.07,1991
"Q1",1991-01-15,NA,6.78,3.65,NA,0.79,1991
"Q1",1991-01-22,NA,5.91,3.36,176,0.67,1991
"Q1",1991-01-29,NA,6.18,3.3,188,0.77,1991
"Q1",1991-02-05,NA,5.4,3.01,NA,0.83,1991
"Q1",1991-02-12,NA,6.39,3.57,28,0.8,1991
"Q1",1991-02-19,NA,4.27,2.41,13,1.12,1991
"Q1",1991-02-26,NA,5.37,3.36,89,0.86,1991
"Q1",1991-03-05,NA,5.96,3.25,74,0.7,1991
"Q1",1991-03-12,NA,5.8,3.1,47,0.79,1991
"Q1",1991-03-19,NA,6.1,3.25,158,0.81,1991
"Q1",1991-03-22,NA,NA,NA,NA,NA,1991
"Q1",1991-03-26,NA,5.84,3.1,113,0.71,1991
"Q1",1991-04-02,NA,5.99,3.27,78,0.75,1991
"Q1",1991-04-09,NA,5.59,3.13,36,0.77,1991
"Q1",1991-04-15,NA,5.25,3.01,23,0.9,1991
"Q1",1991-04-23,NA,5.51,3.14,19,0.93,1991
"Q1",1991-04-30,NA,3.13,1.92,31,0.78,1991
"Q1",1991-05-07,NA,5.62,3,70,0.89,1991
"Q1",1991-05-14,NA,5.76,3.01,10,0.96,1991
"Q1",1991-05-21,NA,5.4,3.09,10,0.89,1991
"Q1",1991-05-28,NA,5.26,3.11,22,0.89,1991
"Q1",1991-05-31,NA,5.21,3.06,NA,0.92,1991
"Q1",1991-06-01,NA,NA,NA,NA,NA,1991
"Q1",1991-06-04,NA,5.26,3.06,136,0.92,1991
"Q1",1991-06-11,NA,5.36,3.14,73,1.15,1991
"Q1",1991-06-18,NA,5.36,3.01,55,0.87,1991
"Q1",1991-06-25,NA,5.14,3.08,NA,0.92,1991
"Q1",1991-07-02,NA,5.01,3.09,63,1.17,1991
"Q1",1991-07-09,NA,5.28,2.82,69,0.89,1991
"Q1",1991-07-16,NA,5.86,3.17,10,0.52,1991
"Q1",1991-07-23,NA,5.89,3.42,10,0.25,1991
"Q1",1991-07-30,NA,5.86,3.32,10,0.69,1991
"Q1",1991-08-06,NA,6.07,4.17,10,0.83,1991
"Q1",1991-08-13,NA,6.13,4.32,NA,0.74,1991
"Q1",1991-08-20,NA,7.07,4.3,17,0.79,1991
"Q1",1991-08-27,NA,2.86,1.7,130,1.42,1991
"Q1",1991-09-03,NA,5.27,3.36,69,0.95,1991
"Q1",1991-09-10,NA,12.1,7,75,2.56,1991
"Q1",1991-09-17,NA,4.98,3.17,31,0.97,1991
"Q1",1991-09-24,NA,5.6,3.4,65,0.99,1991
"Q1",1991-10-01,NA,4.87,3.24,83,0.97,1991
"Q1",1991-10-08,NA,5.15,3.45,69,1.11,1991
"Q1",1991-10-15,NA,5.09,3.27,81,0.97,1991
"Q1",1991-10-22,NA,5.22,3.71,74,0.79,1991
"Q1",1991-10-29,NA,4.8,3.51,54,0.73,1991
"Q1",1991-11-05,NA,4.88,2.57,100,1.15,1991
"Q1",1991-11-07,NA,1.55,1.19,44,1.77,1991
"Q1",1991-11-08,NA,2.17,1.49,57,1.2,1991
"Q1",1991-11-12,NA,5.29,3.46,150,1.33,1991
"Q1",1991-11-18,NA,6.25,3.3,85,0.94,1991
"Q1",1991-11-22,NA,1.94,1.33,104,1.52,1991
"Q1",1991-11-26,NA,4.56,3.04,145,1.21,1991
"Q1",1991-12-03,NA,3.62,2.53,100,1.1,1991
"Q1",1991-12-10,NA,4.81,3.03,338,0.99,1991
"Q1",1991-12-17,NA,4.62,3.07,167,1.05,1991
"Q1",1991-12-23,NA,5.86,3.08,164,1.05,1991
"Q1",1991-12-30,NA,5.81,3.37,NA,1.09,1991
"Q1",1992-01-07,NA,4.82,2.82,216,1.31,1992
"Q1",1992-01-14,NA,5.59,3.15,200,1.18,1992
"Q1",1992-01-21,NA,5.68,3.32,177,1.35,1992
"Q1",1992-01-28,NA,5.47,3.16,171,1.29,1992
"Q1",1992-02-04,NA,2.81,2.29,324,1.3,1992
"Q1",1992-02-06,NA,4.01,2.3,17,1.59,1992
"Q1",1992-02-11,NA,4.77,3.33,101,1.04,1992
"Q1",1992-02-18,NA,5.78,3.22,291,1.01,1992
"Q1",1992-02-25,NA,5.75,3.47,138,0.99,1992
"Q1",1992-03-03,NA,8.48,3.84,174,1.13,1992
"Q1",1992-03-10,NA,5.11,3.15,10,1.06,1992
"Q1",1992-03-17,NA,6.08,3.3,133,1.1,1992
"Q1",1992-03-24,NA,5.5,3.22,NA,1.01,1992
"Q1",1992-04-01,NA,4.48,2.95,87,1.56,1992
"Q1",1992-04-07,NA,8.77,5.53,36,0.75,1992
"Q1",1992-04-14,NA,5.76,3.22,11,1.03,1992
"Q1",1992-04-21,NA,6.85,3.53,49,1.37,1992
"Q1",1992-04-28,NA,4.24,2.37,30,0.44,1992
"Q1",1992-05-05,NA,5.32,3.13,27,1.07,1992
"Q1",1992-05-12,NA,5.64,3.37,137,0.97,1992
"Q1",1992-05-19,NA,5.3,3.28,128,0.92,1992
"Q1",1992-05-26,NA,4.21,2.54,NA,1.35,1992
"Q1",1992-06-02,NA,2.24,1.49,66,1.34,1992
"Q1",1992-06-09,NA,5.32,3.09,10,1,1992
"Q1",1992-06-16,NA,2.54,1.58,27,1.21,1992
"Q1",1992-06-23,NA,3.92,2.46,32,0.98,1992
"Q1",1992-06-30,NA,5.49,3.27,31,1.15,1992
"Q1",1992-07-07,NA,5.58,3.32,111,1.14,1992
"Q1",1992-07-14,NA,6.34,3.68,41,1.32,1992
"Q1",1992-07-21,NA,5.72,3.4,NA,1.09,1992
"Q1",1992-07-28,NA,5.94,3.48,148,1.18,1992
"Q1",1992-08-04,NA,6.04,3.41,359,1.11,1992
"Q1",1992-08-11,NA,3.06,1.9,26,1.13,1992
"Q1",1992-08-18,NA,5.98,3.34,27,1.09,1992
"Q1",1992-08-25,NA,6.31,3.41,382,1.11,1992
"Q1",1992-09-01,NA,6.51,3.77,10,1,1992
"Q1",1992-09-08,NA,4.24,2.39,10,1.17,1992
"Q1",1992-09-15,NA,7.98,4.61,16,1.36,1992
"Q1",1992-09-22,NA,5.03,2.93,10,1.06,1992
"Q1",1992-09-29,NA,6.1,3.37,84,1,1992
"Q1",1992-10-06,NA,6.4,3.54,288,0.95,1992
"Q1",1992-10-13,NA,7.35,4.27,NA,1.27,1992
"Q1",1992-10-20,NA,6.16,3.45,56,0.87,1992
"Q1",1992-10-27,NA,6.03,3.33,NA,0.91,1992
"Q1",1992-11-03,NA,5.47,3.08,10,1.04,1992
"Q1",1992-11-10,NA,3.58,2.22,135,1.11,1992
"Q1",1992-11-17,NA,3.02,1.06,20,0.41,1992
"Q1",1992-11-24,NA,5.3,3.15,16,1.14,1992
"Q1",1992-12-01,NA,5.15,2.92,9,1.19,1992
"Q1",1992-12-08,NA,5.11,3.16,15,1.06,1992
"Q1",1992-12-15,NA,3.97,1.31,26,0.41,1992
"Q1",1992-12-22,NA,NA,NA,NA,NA,1992
"Q1",1992-12-29,NA,4.66,2.81,NA,1.05,1992
"Q1",1993-01-05,NA,7.11,4.25,NA,1.44,1993
"Q1",1993-01-12,NA,5.17,2.98,NA,1.14,1993
"Q1",1993-01-19,NA,4.28,2.9,NA,1.14,1993
"Q1",1993-01-26,NA,4.01,2.73,NA,1.18,1993
"Q1",1993-02-02,NA,4.67,3.19,NA,1.07,1993
"Q1",1993-02-09,NA,4.78,3.15,NA,1,1993
"Q1",1993-02-16,NA,4.84,3.15,NA,1.09,1993
"Q1",1993-02-23,NA,4.77,3.11,NA,0.91,1993
"Q1",1993-03-02,NA,5.15,3.17,20,1.24,1993
"Q1",1993-03-09,NA,6.84,3.81,194,1.1,1993
"Q1",1993-03-16,NA,4.64,3.14,63,1,1993
"Q1",1993-03-23,NA,5.39,3.15,135,1.05,1993
"Q1",1993-03-30,NA,8.59,4.72,177,1.46,1993
"Q1",1993-04-06,NA,6.48,3.62,163,1.23,1993
"Q1",1993-04-13,NA,7.18,4.18,172,1.28,1993
"Q1",1993-04-20,NA,7.3,4.31,138,1.56,1993
"Q1",1993-04-27,NA,1.16,3.49,183,0.84,1993
"Q1",1993-05-04,NA,4.58,2.62,9,1.05,1993
"Q1",1993-05-11,NA,4.01,2.68,12,1.08,1993
"Q1",1993-05-18,NA,4.79,2.96,10,1.07,1993
"Q1",1993-05-25,NA,6.99,3.99,6,1.64,1993
"Q1",1993-06-01,NA,6.76,3.75,17,1.35,1993
"Q1",1993-06-08,NA,5.97,3.3,75,1.11,1993
"Q1",1993-06-15,NA,5.77,3.15,37,1,1993
"Q1",1993-06-22,NA,4.54,2.59,26,1.12,1993
"Q1",1993-06-29,NA,5.43,3.2,17,1.19,1993
"Q1",1993-07-06,NA,6.24,3.38,55,0.86,1993
"Q1",1993-07-13,NA,5.24,3.11,NA,1.06,1993
"Q1",1993-07-20,NA,5.83,3.29,NA,0.92,1993
"Q1",1993-07-27,NA,5.21,1.6,NA,1.05,1993
"Q1",1993-08-03,NA,5.61,3.13,NA,1.1,1993
"Q1",1993-08-10,NA,5.48,3.16,61,0.87,1993
"Q1",1993-08-17,NA,5.77,3.22,6,1.17,1993
"Q1",1993-08-24,NA,5.27,3.18,11,0.98,1993
"Q1",1993-08-31,NA,5.26,2.91,21,1.05,1993
"Q1",1993-09-07,NA,5.54,3.52,124,0.83,1993
"Q1",1993-09-14,NA,8.01,4.66,9,1.49,1993
"Q1",1993-09-21,NA,5.98,3.25,192,1.02,1993
"Q1",1993-09-28,NA,4.24,2.56,9,1.01,1993
"Q1",1993-10-05,NA,6.03,3.22,9,1.08,1993
"Q1",1993-10-13,NA,5.24,3.01,7,1.21,1993
"Q1",1993-10-19,NA,5.78,3.41,7,1.43,1993
"Q1",1993-10-26,NA,5.73,3.35,8,1.05,1993
"Q1",1993-11-02,NA,6.46,3.36,6,0.87,1993
"Q1",1993-11-09,NA,5.82,3.12,8,0.93,1993
"Q1",1993-11-16,NA,4.82,2.78,6,1.5,1993
"Q1",1993-11-23,NA,7.79,4.46,22,1.48,1993
"Q1",1993-11-30,NA,4.55,2.49,16,1.02,1993
"Q1",1993-12-07,NA,5.69,3.21,25,0.84,1993
"Q1",1993-12-14,NA,5.84,3.28,14,1.03,1993
"Q1",1993-12-21,NA,6.76,3.9,50,1.3,1993
"Q1",1993-12-28,NA,4.5,2.78,NA,1.16,1993
"Q1",1994-01-04,NA,7.26,4.28,NA,1.34,1994
"Q1",1994-01-11,NA,3.99,1.34,NA,0.95,1994
"Q1",1994-01-18,NA,5.11,1.58,NA,0.85,1994
"Q1",1994-01-25,NA,5.64,3.26,NA,0.89,1994
"Q1",1994-02-01,NA,4.08,2.61,9,0.94,1994
"Q1",1994-02-08,NA,5.49,3.15,17,1.09,1994
"Q1",1994-02-15,NA,4.99,3.06,NA,0.8,1994
"Q1",1994-02-22,NA,4.4,2.72,21,1.36,1994
"Q1",1994-03-01,NA,5.64,3.36,NA,1.21,1994
"Q1",1994-03-08,NA,6.08,3.38,NA,0.95,1994
"Q1",1994-03-15,NA,6.29,3.44,7,0.96,1994
"Q1",1994-03-22,NA,6.24,3.47,NA,1.07,1994
"Q1",1994-03-29,NA,6.7,3.5,NA,0.94,1994
"Q1",1994-04-05,NA,6.2,3.53,NA,0.93,1994
"Q1",1994-04-12,NA,6,3.3,142,1.02,1994
"Q1",1994-04-19,NA,6.17,3.39,177,1.15,1994
"Q1",1994-04-26,NA,6.67,3.56,17,1.01,1994
"Q1",1994-05-03,NA,6.46,3.48,19,0.89,1994
"Q1",1994-05-10,NA,5.33,3.02,14,1.35,1994
"Q1",1994-05-17,NA,5.49,2.88,25,1.1,1994
"Q1",1994-05-24,NA,6.62,3.44,18,1.14,1994
"Q1",1994-05-31,NA,7.7,4.48,16,1.23,1994
"Q1",1994-06-07,NA,6.86,3.94,17,1.13,1994
"Q1",1994-06-14,NA,7.75,4.53,20,1.22,1994
"Q1",1994-06-21,NA,6.94,3.97,11,1.34,1994
"Q1",1994-06-28,NA,6.22,3.49,NA,1.15,1994
"Q1",1994-06-30,NA,4.35,2.33,152,1.14,1994
"Q1",1994-07-05,NA,6.37,3.56,13,0.98,1994
"Q1",1994-07-12,NA,7.98,4.6,102,1.28,1994
"Q1",1994-07-19,NA,7.06,4.16,112,1.49,1994
"Q1",1994-07-26,NA,6.23,3.41,NA,1.05,1994
"Q1",1994-08-02,NA,5.75,3.47,NA,1.17,1994
"Q1",1994-08-09,NA,5.66,3.24,NA,1.05,1994
"Q1",1994-08-16,NA,5.94,3.53,NA,1.07,1994
"Q1",1994-08-23,NA,6.4,3.26,NA,1.05,1994
"Q1",1994-08-30,NA,8.92,5.12,NA,1.37,1994
"Q1",1994-09-06,NA,6.67,3.73,NA,1.79,1994
"Q1",1994-09-13,NA,6.15,3.38,NA,0.89,1994
"Q1",1994-09-20,NA,2.42,1.45,NA,1.7,1994
"Q1",1994-09-27,NA,6.45,3.39,NA,0.88,1994
"Q1",1994-10-04,NA,6.41,3.45,NA,0.84,1994
"Q1",1994-10-11,NA,6.4,3.33,NA,1.22,1994
"Q1",1994-10-18,NA,6.6,3.44,NA,0.94,1994
"Q1",1994-10-25,NA,5.06,2.82,NA,1.35,1994
"Q1",1994-11-01,NA,6.62,3.52,NA,1.21,1994
"Q1",1994-11-08,NA,3.78,2.11,NA,1.36,1994
"Q1",1994-11-15,NA,6.29,3.4,NA,1.25,1994
"Q1",1994-11-22,NA,5.68,3.19,NA,1.03,1994
"Q1",1994-11-29,NA,5.4,3.02,NA,1.01,1994
"Q1",1994-12-06,NA,3.67,2.03,109,0.65,1994
"Q1",1994-12-13,NA,5.76,3.18,NA,0.99,1994
"Q1",1994-12-20,NA,7.83,3.67,NA,1.45,1994
"Q1",1994-12-27,NA,5.78,3.28,NA,0.94,1994
"Q1",1995-01-03,NA,5.53,3.21,NA,1.3,1995
"Q1",1995-01-10,NA,6.29,3.41,NA,1.27,1995
"Q1",1995-01-17,NA,5.66,3.3,NA,1.14,1995
"Q1",1995-01-24,NA,NA,NA,NA,NA,1995
"Q1",1995-01-31,NA,9.35,4.95,NA,1.84,1995
"Q1",1995-02-07,NA,9.72,5.42,NA,1.59,1995
"Q1",1995-02-14,NA,6.23,3.51,NA,1.21,1995
"Q1",1995-02-21,NA,4.33,3.61,NA,0.3,1995
"Q1",1995-02-28,NA,3,1.98,NA,1.23,1995
"Q1",1995-03-07,NA,5.41,3.17,NA,0.96,1995
"Q1",1995-03-14,NA,3.69,2.13,NA,1.1,1995
"Q1",1995-03-21,NA,5.91,3.43,NA,1.03,1995
"Q1",1995-03-28,NA,5.94,3.25,NA,0.94,1995
"Q1",1995-04-04,NA,6.41,3.53,NA,0.91,1995
"Q1",1995-04-11,NA,6.17,3.52,NA,0.92,1995
"Q1",1995-04-18,NA,5.78,3.25,NA,0.89,1995
"Q1",1995-04-25,NA,NA,NA,NA,NA,1995
"Q1",1995-05-02,NA,NA,NA,NA,NA,1995
"Q1",1995-05-09,NA,NA,NA,NA,NA,1995
"Q1",1995-05-16,NA,4.72,2.73,NA,1.64,1995
"Q1",1995-05-23,NA,6.54,4.07,NA,1.55,1995
"Q1",1995-05-30,NA,NA,NA,NA,NA,1995
"Q1",1995-06-06,NA,NA,NA,NA,NA,1995
"Q1",1995-06-13,NA,NA,NA,NA,NA,1995
"Q1",1995-06-20,NA,6.1,3.34,NA,1.05,1995
"Q1",1995-06-27,NA,5.8,3.23,NA,1.01,1995
"Q1",1995-07-05,NA,NA,NA,NA,NA,1995
"Q1",1995-07-11,NA,6.04,3.4,NA,0.84,1995
"Q1",1995-07-18,NA,5.38,3,NA,0.83,1995
"Q1",1995-07-26,NA,6.04,3.41,NA,1.05,1995
"Q1",1995-08-01,NA,NA,NA,NA,NA,1995
"Q1",1995-08-08,NA,NA,NA,NA,NA,1995
"Q1",1995-08-15,NA,NA,NA,NA,NA,1995
"Q1",1995-08-22,NA,NA,NA,NA,NA,1995
"Q1",1995-08-29,NA,NA,NA,NA,NA,1995
"Q1",1995-09-12,NA,NA,NA,NA,NA,1995
"Q1",1995-09-19,NA,NA,NA,NA,NA,1995
"Q1",1995-09-26,NA,NA,NA,NA,NA,1995
"Q1",1995-10-03,NA,NA,NA,NA,NA,1995
"Q1",1995-10-10,NA,NA,NA,NA,NA,1995
"Q1",1995-10-17,NA,NA,NA,NA,NA,1995
"Q1",1995-10-24,NA,NA,NA,NA,NA,1995
"Q1",1995-10-31,NA,NA,NA,NA,NA,1995
"Q1",1995-11-07,NA,NA,NA,NA,NA,1995
"Q1",1995-11-14,NA,NA,NA,NA,NA,1995
"Q1",1995-11-21,NA,NA,NA,NA,NA,1995
"Q1",1995-11-28,NA,NA,NA,NA,NA,1995
"Q1",1995-12-05,NA,2.03,1.09,NA,0.43,1995
"Q1",1995-12-12,NA,NA,NA,NA,NA,1995
